RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
179,179,Jonas Blixt,67,62.02,681,1098,-0.24
180,180,Jimmy Walker,81,61.9,858,1386,-0.29
181,181,Andrew Yun,51,61.85,501,810,-0.22
182,182,Retief Goosen,60,61.75,578,936,-0.25
183,183,Wesley Bryan,69,61.28,739,1206,-0.27
184,184,Charl Schwartzel,65,61.11,638,1044,-0.25
185,185,Dominic Bozzelli,65,60.94,713,1170,-0.28
186,186,Michael Kim,74,60.63,764,1260,-0.28
187,187,Jonathan Randolph,71,60.43,707,1170,-0.24
188,188,Martin Piller,79,60.39,837,1386,-0.27
189,189,Derek Fathauer,84,60.35,869,1440,-0.29
190,190,Satoshi Kodaira,51,60.3,521,864,-0.22
191,191,D.A. Points,63,60.2,661,1098,-0.26
192,192,Greg Chalmers,56,56.94,533,936,-0.27
193,193,Daniel Summerhays,51,56.79,460,810,-0.28
