RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
39,41,Brendan Steele,74,0.604,0.557,0.243,-0.195,54
40,42,Tyrrell Hatton,58,0.603,0.148,0.202,0.252,42
41,T44,Emiliano Grillo,94,0.587,0.364,0.345,-0.122,73
42,46,Tyler Duncan,97,0.583,0.273,0.476,-0.166,81
43,47,Charles Howell III,104,0.582,0.324,0.163,0.095,78
44,48,Corey Conners,97,0.579,0.501,0.275,-0.198,79
45,30,Bubba Watson,90,0.554,0.78,0.005,-0.231,68
46,49,Louis Oosthuizen,62,0.548,0.401,-0.261,0.408,46
47,50,C.T. Pan,104,0.544,0.215,0.267,0.063,82
48,51,Shane Lowry,64,0.524,0.331,0.245,-0.052,51
49,52,Jason Kokrak,99,0.517,0.36,0.257,-0.101,88
50,35,Jason Day,75,0.515,0.176,-0.14,0.479,49
51,53,Sam Ryder,82,0.503,0.203,0.399,-0.099,70
52,43,Marc Leishman,93,0.498,-0.006,0.211,0.292,73
53,54,Daniel Berger,81,0.497,0.1,0.543,-0.145,62
T54,T55,Cameron Percy,56,0.49,0.241,0.039,0.21,41
T54,T55,Adam Hadwin,92,0.49,0.057,0.166,0.267,66
56,57,Keith Mitchell,99,0.486,0.706,-0.128,-0.092,83
57,58,Chez Reavie,93,0.483,0.183,0.437,-0.137,60
58,59,Russell Knox,94,0.471,0.059,0.263,0.149,74
59,63,Aaron Wise,90,0.464,0.41,0.012,0.042,80
60,60,Branden Grace,67,0.463,0.163,0.174,0.125,44
61,61,Lucas Glover,65,0.462,0.514,-0.043,-0.008,46
62,62,Xander Schauffele,96,0.448,0.24,0.235,-0.027,72
63,64,J.J. Spaun,85,0.441,0.286,0.41,-0.255,71
64,65,James Hahn,85,0.431,0.323,0.081,0.028,69
T65,67,Andrew Putnam,97,0.42,-0.146,0.38,0.187,77
T65,T44,Phil Mickelson,90,0.42,-0.225,0.555,0.091,70
67,68,Charley Hoffman,87,0.398,0.254,0.216,-0.071,68
68,69,Ryan Armour,109,0.395,-0.012,0.213,0.194,96
69,70,Jamie Lovemark,92,0.378,-0.101,-0.04,0.519,78
T70,T71,J.J. Henry,81,0.376,0.174,0.34,-0.138,63
T70,T71,Abraham Ancer,98,0.376,0.325,0.074,-0.022,83
72,73,Russell Henley,77,0.374,0.093,0.467,-0.186,58
T73,T74,Bronson Burgoon,69,0.373,0.309,0.371,-0.307,57
T73,T74,Kiradech Aphibarnrat,51,0.373,0.485,-0.247,0.135,34
75,76,Aaron Baddeley,84,0.366,-0.345,0.117,0.595,70
76,77,Robert Garrigus,80,0.356,0.21,0.331,-0.186,68
77,78,Scott Stallings,96,0.341,-0.008,0.373,-0.025,80
78,79,Alex Cejka,77,0.302,-0.024,-0.169,0.495,60
T79,T80,Vaughn Taylor,83,0.299,-0.005,0.305,-0.002,70
T79,T80,Rory Sabbatini,91,0.299,0.217,-0.152,0.234,75
81,82,Ryan Palmer,69,0.297,0.235,0.236,-0.174,60
82,83,Alex Noren,67,0.286,0.208,0.107,-0.029,49
83,84,Kevin Tway,110,0.277,0.271,0.032,-0.026,90
84,66,Kevin Na,91,0.268,-0.378,0.273,0.373,70
85,85,Austin Cook,107,0.254,0.12,-0.045,0.179,92
86,86,Peter Uihlein,83,0.247,0.132,-0.04,0.156,65
87,87,Tom Hoge,101,0.235,0.018,0.297,-0.079,83
T88,T88,Nate Lashley,51,0.228,0.111,0.036,0.08,35
T88,T88,Matt Kuchar,88,0.228,-0.199,0.216,0.211,65
90,90,Graeme McDowell,67,0.219,0.124,0.046,0.049,46
91,91,Martin Laird,73,0.189,-0.045,0.024,0.209,61
92,92,Mackenzie Hughes,80,0.163,-0.068,0.353,-0.122,68
93,93,Harold Varner III,91,0.149,0.204,-0.076,0.021,74
94,94,Brandt Snedeker,84,0.147,-0.145,-0.026,0.318,74
95,95,Nick Watney,94,0.143,0.17,0.141,-0.167,80
96,96,Shawn Stefani,76,0.141,-0.093,0.22,0.013,60
T97,T97,Matt Jones,70,0.139,0.333,-0.386,0.192,47
T97,T97,Bill Haas,76,0.139,-0.177,-0.052,0.368,66
T99,T99,Troy Merritt,89,0.132,0.138,0.086,-0.092,73
T99,T99,Sam Saunders,80,0.132,0.35,-0.081,-0.138,67
101,101,Brian Gay,103,0.123,-0.166,0.036,0.253,92
102,102,Zac Blair,64,0.12,-0.345,0.072,0.394,46
103,113,Cameron Smith,85,0.104,-0.148,0.034,0.218,61
104,103,David Hearn,66,0.095,-0.17,0.379,-0.113,50
105,104,Bud Cauley,55,0.094,-0.113,-0.032,0.239,41
106,105,Johnson Wagner,75,0.092,-0.213,0.078,0.226,55
107,106,Jhonattan Vegas,92,0.089,0.294,-0.081,-0.124,64
108,107,John Huh,94,0.083,-0.11,0.24,-0.047,82
T109,T108,Nick Taylor,94,0.077,0.049,0.011,0.017,74
T109,T108,Si Woo Kim,108,0.077,-0.014,-0.2,0.291,78
111,110,Jason Dufner,71,0.068,0.256,-0.009,-0.178,52
112,111,Stephan Jaeger,81,0.054,0.045,-0.166,0.175,63
113,112,Brandon Harkins,101,0.05,0.181,-0.006,-0.124,85
114,114,Jimmy Walker,81,0.033,-0.437,0.304,0.166,66
115,115,Jim Furyk,50,0.023,-0.392,0.179,0.235,46
116,116,Brian Harman,94,0.017,0.137,-0.024,-0.096,72
117,117,Grayson Murray,72,0.014,0.375,-0.347,-0.015,59
118,118,J.T. Poston,73,0.003,0.381,-0.373,-0.005,57
119,119,Richy Werenski,98,-0.014,0.077,-0.169,0.077,74
120,120,Blayne Barber,69,-0.019,0.101,-0.047,-0.073,60
121,121,William McGirt,84,-0.021,-0.306,0.091,0.194,75
122,122,Sean O'Hair,67,-0.026,0.211,-0.073,-0.164,57
T123,T123,Chad Campbell,87,-0.029,-0.042,-0.01,0.023,67
T123,T123,Andrew Landry,82,-0.029,0.206,-0.083,-0.152,73
125,125,Ryan Blaum,81,-0.058,0.011,-0.074,0.005,72
126,133,Patton Kizzire,92,-0.063,-0.294,0.381,-0.15,78
127,126,Ollie Schniederjans,91,-0.071,-0.41,0.09,0.25,77
128,127,Retief Goosen,60,-0.085,-0.392,0.389,-0.083,40
129,128,Anirban Lahiri,82,-0.095,0.07,-0.285,0.12,67
130,129,Danny Lee,88,-0.099,0.005,-0.155,0.051,70
T131,T130,Brian Stuard,103,-0.101,-0.227,0.099,0.026,88
T131,T130,Beau Hossler,104,-0.101,0.281,-0.395,0.013,90
133,132,Fabián Gómez,88,-0.107,-0.062,-0.015,-0.03,71
134,134,Ben Martin,64,-0.119,-0.142,0.119,-0.096,57
135,135,Hunter Mahan,67,-0.137,0.465,-0.149,-0.453,51
136,136,Tom Lovelady,87,-0.14,0.379,-0.24,-0.279,69
137,137,Trey Mullinax,75,-0.144,0.506,-0.442,-0.207,59
138,138,Conrad Shindler,60,-0.147,0.114,-0.008,-0.252,44
139,139,Ben Crane,65,-0.157,-0.302,-0.038,0.184,46
140,140,Jonathan Byrd,70,-0.16,-0.542,0.043,0.339,48
141,141,Pat Perez,82,-0.163,-0.063,-0.138,0.037,51
142,142,"Ted Potter, Jr.",87,-0.169,-0.074,-0.2,0.105,77
143,143,Lanto Griffin,80,-0.173,-0.046,-0.043,-0.084,60
144,144,Talor Gooch,78,-0.194,-0.322,0.075,0.053,62
145,145,Steve Wheatcroft,60,-0.211,0.112,-0.065,-0.258,46
146,146,Hudson Swafford,73,-0.232,0.225,-0.237,-0.221,52
147,147,Brice Garnett,99,-0.234,0.188,-0.144,-0.278,81
148,148,David Lingmerth,82,-0.235,0.006,-0.16,-0.081,69
149,149,Charl Schwartzel,65,-0.276,-0.035,-0.168,-0.073,42
150,150,Martin Flores,92,-0.278,-0.097,-0.083,-0.098,72
151,151,Adam Schenk,86,-0.28,0.073,-0.262,-0.091,66
152,152,Xinjun Zhang,81,-0.297,0.139,-0.254,-0.182,57
153,153,Tyrone Van Aswegen,101,-0.313,-0.493,-0.008,0.187,83
154,154,Seamus Power,86,-0.319,0.076,-0.392,-0.003,66
155,155,Patrick Rodgers,97,-0.328,-0.039,-0.323,0.034,73
156,156,Brett Stegmaier,67,-0.353,-0.135,0.078,-0.296,47
157,157,Denny McCarthy,71,-0.355,0.011,-0.347,-0.019,49
158,158,Dominic Bozzelli,65,-0.363,-0.244,-0.252,0.133,61
159,159,Peter Malnati,87,-0.374,-0.372,-0.257,0.255,75
160,160,Chris Stroud,81,-0.391,-0.277,-0.056,-0.058,58
161,161,Kelly Kraft,94,-0.395,-0.286,0.017,-0.126,74
162,162,Harris English,84,-0.406,-0.219,-0.297,0.111,68
163,163,Ben Silverman,90,-0.444,0.069,-0.385,-0.128,76
164,164,Michael Thompson,62,-0.446,-0.073,-0.423,0.05,56
165,165,Kevin Kisner,89,-0.476,-0.043,-0.316,-0.118,65
166,166,Robert Streb,78,-0.5,-0.68,0.096,0.084,60
167,167,Kyle Thompson,50,-0.512,-0.534,0.036,-0.014,36
168,168,Zecheng Dou,53,-0.531,-0.079,-0.265,-0.187,36
169,169,Rob Oppenheim,74,-0.586,-0.662,0.026,0.05,54
170,170,Rod Pampling,62,-0.673,-0.095,-0.415,-0.163,45
171,171,Nicholas Lindheim,77,-0.678,-0.258,-0.368,-0.052,59
172,172,Ricky Barnes,65,-0.703,-1.019,0.059,0.257,45
173,173,Scott Brown,102,-0.71,-0.265,-0.27,-0.175,81
174,174,Billy Hurley III,70,-0.727,-0.696,-0.17,0.139,57
175,175,Matt Every,79,-0.775,-0.437,-0.024,-0.314,61
176,176,Ethan Tracy,72,-0.787,-0.054,-0.424,-0.309,54
177,177,Jonas Blixt,67,-0.791,-0.424,-0.563,0.196,48
178,178,Sung Kang,89,-0.806,-0.488,-0.094,-0.225,67
179,179,Wesley Bryan,69,-0.814,-1.443,0.222,0.407,51
180,180,Whee Kim,93,-0.864,-0.748,0.03,-0.146,73
181,181,Cameron Tringale,67,-0.915,-1.351,0.348,0.088,51
182,182,Matt Atkins,56,-0.932,0.134,-1.039,-0.027,40
183,183,Jonathan Randolph,71,-0.992,-0.271,-0.538,-0.182,60
184,184,Roberto Díaz,72,-1.001,-0.165,-0.6,-0.237,56
185,185,Cody Gribble,71,-1.02,-0.212,-0.696,-0.111,54
186,186,Derek Fathauer,84,-1.17,-0.757,-0.365,-0.048,68
187,187,Satoshi Kodaira,51,-1.187,0.027,-0.284,-0.93,40
188,188,Martin Piller,79,-1.246,-0.248,-0.811,-0.186,67
189,189,Michael Kim,74,-1.262,-1.023,-0.213,-0.027,54
190,190,Andrew Yun,51,-1.336,-0.457,-0.447,-0.432,34
191,191,D.A. Points,63,-1.559,-1.069,-0.541,0.051,48
192,192,Greg Chalmers,56,-2.056,-0.69,-1.192,-0.174,41
193,193,Daniel Summerhays,51,-2.84,-0.977,-1.586,-0.277,38
