RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
T107,T108,Ian Poulter,62,62.28,492,790
109,110,Robert Allenby,95,62.27,779,1251
110,112,Glen Hnatiuk,59,62.22,476,765
111,113,Brian Bateman,98,62.15,811,1305
112,114,Will MacKenzie,75,62.14,632,1017
113,115,Jason Bohn,91,62.13,786,1265
114,116,Shaun Micheel,81,62.1,685,1103
115,117,Charlie Wi,67,62.07,563,907
116,118,Greg Owen,84,62.06,692,1115
117,119,Todd Hamilton,94,61.92,792,1279
T118,T121,D.J. Trahan,81,61.77,664,1075
T118,T121,Kevin Na,88,61.77,740,1198
120,124,Peter Lonard,85,61.71,727,1178
121,125,Shigeki Maruyama,99,61.66,846,1372
122,111,Tim Herron,100,61.61,852,1383
123,127,Dudley Hart,84,61.58,723,1174
124,T121,Chad Campbell,95,61.57,793,1288
125,106,Chris DiMarco,83,61.55,650,1056
126,128,Lee Westwood,50,61.48,415,675
127,120,Sean O'Hair,103,61.41,853,1389
128,129,Hunter Mahan,103,61.35,862,1405
129,130,Hideto Tanihara,50,61.32,409,667
130,131,Arjun Atwal,65,61.1,553,905
131,132,J.J. Henry,102,61.04,849,1391
132,133,Stephen Ames,82,61.01,676,1108
133,134,Mark O'Meara,66,60.93,563,924
134,135,Patrick Sheehan,114,60.85,931,1530
135,136,Carl Pettersson,109,60.82,888,1460
136,137,Paul Azinger,66,60.8,560,921
137,139,Pat Perez,89,60.75,760,1251
138,140,Brad Faxon,75,60.74,605,996
T139,126,Lucas Glover,88,60.72,728,1199
T139,141,Geoff Ogilvy,97,60.72,793,1306
141,142,Scott McCarron,78,60.7,627,1033
142,143,Woody Austin,100,60.63,847,1397
143,144,Stewart Cink,98,60.62,765,1262
144,T145,J.P. Hayes,63,60.55,531,877
145,147,Kevin Stadler,96,60.42,774,1281
146,148,Rod Pampling,89,60.29,715,1186
147,149,Chris Smith,93,60.22,778,1292
148,138,Vijay Singh,111,60.2,924,1535
149,150,Ryan Palmer,101,59.94,814,1358
150,151,Len Mattiace,86,59.88,700,1169
151,152,Jonathan Byrd,103,59.78,828,1385
152,153,Rob Rashell,65,59.6,540,906
153,155,Sergio Garcia,73,59.44,573,964
154,156,Nick Watney,91,59.37,738,1243
155,154,Stuart Appleby,84,59.31,669,1128
156,157,Justin Bolli,65,59.29,520,877
157,T145,Retief Goosen,71,59.16,510,862
158,158,José María Olazábal,55,59.15,443,749
T159,T159,Neal Lancaster,95,59.02,782,1325
T159,T159,Hunter Haas,83,59.02,651,1103
161,161,Phil Mickelson,81,58.69,611,1041
162,162,Steve Allan,102,58.62,799,1363
163,163,Dan Forsman,52,58.32,403,691
164,165,Rich Beem,66,58.0,504,869
165,166,Scott Gutschewski,86,57.94,668,1153
166,164,Davis Love III,80,57.88,606,1047
167,168,Ryuji Imada,78,57.61,628,1090
168,169,Jesper Parnevik,84,57.58,657,1141
169,170,Bernhard Langer,67,57.55,541,940
170,171,Bob Heintz,67,57.54,538,935
171,172,Brett Quigley,96,57.53,737,1281
172,177,Charles Howell III,95,57.51,724,1259
173,173,Franklin Langham,91,57.5,698,1214
174,174,Fred Couples,72,57.47,550,957
175,175,Carlos Franco,78,57.44,610,1062
T176,176,Freddie Jacobson,72,57.4,574,1000
T176,179,Adam Scott,72,57.4,551,960
178,167,Brandt Jobe,96,57.29,735,1283
179,178,Tim Petrovic,97,57.26,745,1301
180,180,Thomas Levet,54,56.88,426,749
181,181,Andrew Magee,82,56.76,617,1087
182,182,Brett Wetterich,76,56.64,584,1031
183,184,Ben Crane,78,56.63,581,1026
184,183,Lee Janzen,75,56.61,574,1014
185,185,Brendan Jones,81,55.84,617,1105
186,186,Rory Sabbatini,81,55.63,608,1093
187,188,Daniel Chopra,108,55.52,805,1450
188,189,Dennis Paulson,63,54.62,479,877
T189,,Padraig Harrington,50,54.61,367,672
T189,190,Tag Ridings,93,54.61,693,1269
191,187,Tiger Woods,76,54.58,572,1048
192,191,Michael Allen,90,54.18,681,1257
193,192,Craig Perks,67,53.91,489,907
194,193,Aaron Baddeley,84,53.32,610,1144
195,194,James Driscoll,73,53.09,524,987
196,195,John Elliott,58,52.89,412,779
197,196,Steve Stricker,62,52.25,452,865
198,197,Brenden Pappas,51,50.63,361,713
199,198,Hank Kuehne,84,49.87,557,1117
200,199,John Daly,78,49.35,529,1072
201,200,Jason Allred,75,47.1,479,1017
202,201,Scott Hend,75,45.36,464,1023
